"code","name_it","name_en","parent_code","level","classification_system"
"95.21.0","Riparazione e manutenzione di prodotti di elettronica di consumo","Repair and maintenance of consumer electronics","95.21","5","ATECO"
"95.22.0","Riparazione e manutenzione di elettrodomestici e di articoli per la casa e il giardinaggio","Repair and maintenance of household appliances and home and garden equipment","95.22","5","ATECO"
"95.23.0","Riparazione e manutenzione di calzature e articoli in pelle","Repair and maintenance of footwear and leather goods","95.23","5","ATECO"
"95.24.0","Riparazione e manutenzione di mobili e di oggetti di arredamento per la casa","Repair and maintenance of furniture and home furnishings","95.24","5","ATECO"
"95.25.0","Riparazione e manutenzione di orologi e gioielli","Repair and maintenance of watches, clocks and jewellery","95.25","5","ATECO"
"95.29.1","Riparazione e accordatura di strumenti musicali non storici","Repair and tuning of non-historical musical instruments","95.29","5","ATECO"
"95.29.2","Riparazione e manutenzione di biciclette, articoli sportivi e attrezzature da campeggio","Repair and maintenance of bicycles, sporting goods and camping equipment","95.29","5","ATECO"
"95.29.3","Riparazione e modifica di articoli di abbigliamento","Repair and alteration of clothing","95.29","5","ATECO"
"95.29.9","Riparazione e manutenzione di altri beni per uso personale e per la casa n.c.a.","Repair and maintenance of other personal and household goods n.e.c.","95.29","5","ATECO"
"95.31.1","Riparazione e manutenzione meccanica, elettrica ed elettronica di autoveicoli","Mechanical, electrical and electronic repair and maintenance of motor vehicles","95.31","5","ATECO"
"95.31.2","Riparazione e manutenzione di carrozzerie di autoveicoli","Repair and maintenance of bodywork of motor vehicles","95.31","5","ATECO"
"95.31.3","Riparazione, montaggio o sostituzione di pneumatici e camere d'aria di autoveicoli","Repair, fitting or replacement service activities for tubes and tyres","95.31","5","ATECO"
"95.31.9","Lavaggio e altre attività di riparazione e manutenzione di autoveicoli","Washing and other repair and maintenance of motor vehicles","95.31","5","ATECO"
"95.32.0","Riparazione e manutenzione di motocicli","Repair and maintenance of motorcycles","95.32","5","ATECO"
"95.40.0","Attività di servizi di intermediazione per la riparazione e la manutenzione di computer, beni per uso personale e per la casa, autoveicoli e motocicli","Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles","95.40","5","ATECO"
"96.10.1","Lavaggio e pulitura di prodotti tessili forniti da lavanderie industriali","Washing and cleaning of textile products for industrial or commercial clients","96.10","5","ATECO"
"96.10.2","Lavaggio e pulitura di prodotti tessili e pellicce forniti da lavanderie e tintorie non industriali","Washing and cleaning of textile and fur products for the general public","96.10","5","ATECO"
"96.21.0","Servizi di parrucchieri e barbieri","Hairdressing and barber activities","96.21","5","ATECO"
"96.22.0","Servizi di cura della bellezza e altri trattamenti di bellezza","Beauty care and other beauty treatment activities","96.22","5","ATECO"
"96.23.1","Servizi di centri termali","Thermal baths activities","96.23","5","ATECO"
"96.23.9","Altri servizi di centri benessere, sauna e bagno di vapore","Other day spa, sauna and steam bath activities","96.23","5","ATECO"
"96.30.0","Servizi funerari e attività connesse","Funeral and related activities","96.30","5","ATECO"
"96.40.0","Attività di servizi di intermediazione per servizi alla persona","Intermediation service activities for personal services","96.40","5","ATECO"
"96.91.0","Fornitura di servizi domestici","Provision of domestic personal service activities","96.91","5","ATECO"
"96.99.1","Servizi di cura per animali da compagnia","Pet care services","96.99","5","ATECO"
"96.99.9","Altre attività varie di servizi alla persona n.c.a.","Other various personal service activities n.e.c.","96.99","5","ATECO"
"97.00.1","Attività di condomini come datori di lavoro per personale domestico","Activities of condominiums as employers of domestic personnel","97.00","5","ATECO"
"97.00.9","Attività di famiglie e convivenze come datori di lavoro per personale domestico n.c.a.","Activities of households as employers of domestic personnel n.e.c.","97.00","5","ATECO"
"98.10.0","Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze","Undifferentiated goods-producing activities of private households for own use","98.10","5","ATECO"
"98.20.0","Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze","Undifferentiated service-producing activities of private households for own use","98.20","5","ATECO"
"99.00.0","Attività di organizzazioni e organismi extraterritoriali","Activities of extraterritorial organisations and bodies","99.00","5","ATECO"
"01.11.00","Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso","Growing of cereals, other than rice, leguminous crops and oil seeds","01.11.0","6","ATECO"
"01.12.00","Coltivazione di riso","Growing of rice","01.12.0","6","ATECO"
"01.13.11","Coltivazione di ortaggi e meloni in piena aria","Growing of vegetables and melons in open fields","01.13.1","6","ATECO"
"01.13.12","Coltivazione di ortaggi e meloni in colture protette fuori suolo","Growing of vegetables and melons in greenhouses as soil-less culture","01.13.1","6","ATECO"
"01.13.13","Coltivazione di ortaggi e meloni in altre colture protette, escluse colture fuori suolo","Growing of vegetables and melons in greenhouses, other than soil-less culture","01.13.1","6","ATECO"
"01.13.20","Coltivazione di radici, incluse barbabietole da zucchero","Growing of roots, including sugar beet","01.13.2","6","ATECO"
"01.13.30","Coltivazione di tuberi, incluse patate","Growing of tubers, including potatoes","01.13.3","6","ATECO"
"01.14.00","Coltivazione di canna da zucchero","Growing of sugar cane","01.14.0","6","ATECO"
"01.15.00","Coltivazione di tabacco","Growing of tobacco","01.15.0","6","ATECO"
"01.16.00","Coltivazione di piante tessili","Growing of fibre crops","01.16.0","6","ATECO"
"01.19.11","Coltivazione di fiori in piena aria","Growing of flowers in open fields","01.19.1","6","ATECO"
"01.19.12","Coltivazione di fiori in colture protette fuori suolo","Growing of flowers in greenhouses as soil-less culture","01.19.1","6","ATECO"
"01.19.13","Coltivazione di fiori in altre colture protette, escluse colture fuori suolo","Growing of flowers in greenhouses, other than soil-less culture","01.19.1","6","ATECO"
"01.19.90","Coltivazione di piante da foraggio e di altre colture agricole non permanenti n.c.a.","Growing of crops for fodder and of other non-perennial crops n.e.c.","01.19.9","6","ATECO"
"01.21.00","Coltivazione di uva","Growing of grapes","01.21.0","6","ATECO"
"01.22.00","Coltivazione di frutta di origine tropicale e subtropicale","Growing of tropical and subtropical fruits","01.22.0","6","ATECO"
"01.23.00","Coltivazione di agrumi","Growing of citrus fruits","01.23.0","6","ATECO"
"01.24.00","Coltivazione di pomacee e frutta a nocciolo","Growing of pome fruits and stone fruits","01.24.0","6","ATECO"
"01.25.00","Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio","Growing of other tree and bush fruits and nuts","01.25.0","6","ATECO"
"01.26.00","Coltivazione di frutti oleosi","Growing of oleaginous fruits","01.26.0","6","ATECO"
"01.27.00","Coltivazione di piante per la produzione di bevande","Growing of beverage crops","01.27.0","6","ATECO"
"01.28.00","Coltivazione di spezie, piante aromatiche e farmaceutiche","Growing of spices, aromatic, drug and pharmaceutical crops","01.28.0","6","ATECO"
"01.29.00","Coltivazione di altre colture agricole permanenti","Growing of other perennial crops","01.29.0","6","ATECO"
"01.30.00","Riproduzione delle piante","Plant propagation","01.30.0","6","ATECO"
"01.41.00","Allevamento di bovini da latte","Raising of dairy cattle","01.41.0","6","ATECO"
"01.42.00","Allevamento di altri bovini e bufalini","Raising of other cattle and buffaloes","01.42.0","6","ATECO"
"01.43.00","Allevamento di cavalli e altri equini","Raising of horses and other equines","01.43.0","6","ATECO"
"01.44.00","Allevamento di cammelli e camelidi","Raising of camels and camelids","01.44.0","6","ATECO"
"01.45.00","Allevamento di ovini e caprini","Raising of sheep and goats","01.45.0","6","ATECO"
"01.46.00","Allevamento di suini","Raising of swine and pigs","01.46.0","6","ATECO"
"01.47.00","Allevamento di pollame","Raising of poultry","01.47.0","6","ATECO"
"01.48.10","Allevamento di conigli","Raising of rabbits","01.48.1","6","ATECO"
"01.48.20","Allevamento di altri animali da pelliccia","Raising of other fur animals","01.48.2","6","ATECO"
"01.48.30","Apicoltura","Bee-keeping","01.48.3","6","ATECO"
"01.48.40","Bachicoltura","Sericulture","01.48.4","6","ATECO"
"01.48.91","Allevamento di insetti","Raising of insects","01.48.9","6","ATECO"
"01.48.99","Allevamento di altri animali vari n.c.a.","Raising of other various animals n.e.c.","01.48.9","6","ATECO"
"01.50.00","Coltivazioni agricole associate all'allevamento di animali: attività mista","Mixed farming","01.50.0","6","ATECO"
"01.61.10","Manutenzione del terreno per mantenerlo in buone condizioni","Maintenance of land keeping it in good condition","01.61.1","6","ATECO"
"01.61.91","Trattamenti fitosanitari","Pesticides application","01.61.9","6","ATECO"
"01.61.99","Altre attività di supporto alla produzione vegetale n.c.a.","Other support activities for crop production n.e.c.","01.61.9","6","ATECO"
"01.62.01","Attività di maniscalchi","Activities of farriers","01.62.0","6","ATECO"
"01.62.09","Altre attività di supporto alla produzione animale","Other support activities for animal production","01.62.0","6","ATECO"
"01.63.10","Attività successive alla raccolta","Post-harvest crop activities","01.63.1","6","ATECO"
"01.63.20","Lavorazione delle sementi per la semina","Seed processing for propagation","01.63.2","6","ATECO"
"01.70.00","Caccia, cattura di animali e servizi connessi","Hunting, trapping and related service activities","01.70.0","6","ATECO"
"02.10.00","Silvicoltura e altre attività forestali","Silviculture and other forestry activities","02.10.0","6","ATECO"
"02.20.00","Utilizzo di aree forestali","Logging","02.20.0","6","ATECO"
"02.30.00","Raccolta di prodotti selvatici non legnosi","Gathering of wild growing non-wood products","02.30.0","6","ATECO"
"02.40.00","Servizi di supporto per la silvicoltura","Support services to forestry","02.40.0","6","ATECO"
"03.11.00","Pesca marina","Marine fishing","03.11.0","6","ATECO"
"03.12.00","Pesca in acque dolci","Freshwater fishing","03.12.0","6","ATECO"
"03.21.01","Coltivazione di alghe marine","Marine algae cultivation","03.21.0","6","ATECO"
"03.21.09","Altre attività di acquacoltura marina","Other activities of marine aquaculture","03.21.0","6","ATECO"
"03.22.01","Coltivazione di alghe in acque dolci","Freshwater algae cultivation","03.22.0","6","ATECO"
"03.22.09","Altre attività di acquacoltura in acque dolci","Other activities of freshwater aquaculture","03.22.0","6","ATECO"
"03.30.00","Attività di supporto alla pesca e all'acquacoltura","Support activities for fishing and aquaculture","03.30.0","6","ATECO"
"05.10.00","Estrazione di antracite","Mining of hard coal","05.10.0","6","ATECO"
"05.20.00","Estrazione di lignite","Mining of lignite","05.20.0","6","ATECO"
"06.10.00","Estrazione di petrolio greggio","Extraction of crude petroleum","06.10.0","6","ATECO"
"06.20.00","Estrazione di gas naturale","Extraction of natural gas","06.20.0","6","ATECO"
"07.10.00","Estrazione di minerali metalliferi ferrosi","Mining of iron ores","07.10.0","6","ATECO"
"07.21.00","Estrazione di minerali di uranio e torio","Mining of uranium and thorium ores","07.21.0","6","ATECO"
"07.29.00","Estrazione di altri minerali metalliferi non ferrosi","Mining of other non-ferrous metal ores","07.29.0","6","ATECO"
"08.11.00","Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre","Quarrying of ornamental stone, limestone, gypsum, slate and other stone","08.11.0","6","ATECO"
"08.12.00","Estrazione di ghiaia, sabbia, argilla e caolino","Operation of gravel and sand pits and mining of clay and kaolin","08.12.0","6","ATECO"
"08.91.00","Estrazione di minerali per l'industria chimica e per la produzione di fertilizzanti","Mining of chemical and fertiliser minerals","08.91.0","6","ATECO"
"08.92.00","Estrazione di torba","Extraction of peat","08.92.0","6","ATECO"
"08.93.01","Estrazione di sale dal sottosuolo","Extraction of salt from underground","08.93.0","6","ATECO"
"08.93.02","Salicoltura marina","Marine saliculture","08.93.0","6","ATECO"
"08.93.03","Produzione di sale da salamoia","Salt production by evaporation of other saline waters","08.93.0","6","ATECO"
"08.99.01","Estrazione di asfalto e bitume naturale","Mining and quarrying of asphalt and natural bitumen","08.99.0","6","ATECO"
"08.99.09","Altre attività estrattive varie n.c.a.","Mining and quarrying of other minerals n.e.c.","08.99.0","6","ATECO"
"09.10.00","Attività di supporto all'estrazione di petrolio e gas naturale","Support activities for petroleum and natural gas extraction","09.10.0","6","ATECO"
"09.90.00","Attività di supporto ad altre attività estrattive","Support activities for other mining and quarrying","09.90.0","6","ATECO"
"10.11.00","Lavorazione e conservazione di carne, esclusa la carne di volatili","Processing and preserving of meat, except of poultry meat","10.11.0","6","ATECO"
"10.12.00","Lavorazione e conservazione di carne di volatili","Processing and preserving of poultry meat","10.12.0","6","ATECO"
"10.13.00","Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili","Production of meat and poultry meat products","10.13.0","6","ATECO"
"10.20.01","Lavorazione di alghe","Processing of seaweed","10.20.0","6","ATECO"
"10.20.09","Altre attività di lavorazione e conservazione di pesce, crostacei e molluschi","Other activities of processing and preserving of fish, crustaceans and molluscs","10.20.0","6","ATECO"
"10.31.00","Lavorazione e conservazione di patate","Processing and preserving of potatoes","10.31.0","6","ATECO"
"10.32.00","Produzione di succhi a base di frutta e ortaggi","Manufacture of fruit and vegetable juice","10.32.0","6","ATECO"
"10.39.00","Altre attività di lavorazione e conservazione di frutta e ortaggi","Other processing and preserving of fruit and vegetables","10.39.0","6","ATECO"
"10.41.10","Produzione di olio di oliva","Manufacture of olive oil","10.41.1","6","ATECO"
"10.41.20","Produzione di altri oli vegetali","Manufacture of vegetable oils, other than olive oil","10.41.2","6","ATECO"
"10.41.30","Produzione di oli e grassi animali","Manufacture of animal oils and fats","10.41.3","6","ATECO"
"10.42.00","Produzione di margarina e di grassi alimentari simili","Manufacture of margarine and similar edible fats","10.42.0","6","ATECO"
"10.51.10","Trattamento igienico del latte","Processing of liquid milk","10.51.1","6","ATECO"
"10.51.20","Produzione di derivati del latte","Manufacture of other dairy products","10.51.2","6","ATECO"
"10.52.00","Produzione di gelati","Manufacture of ice cream and other edible ice","10.52.0","6","ATECO"
"10.61.11","Lavorazione di frumento","Wheat milling","10.61.1","6","ATECO"
"10.61.19","Lavorazione di altri cereali","Grain milling, other that wheat milling","10.61.1","6","ATECO"
"10.61.20","Lavorazione del riso","Rice milling","10.61.2","6","ATECO"
"10.61.90","Lavorazioni di altre granaglie","Manufacture of other grain mill products","10.61.9","6","ATECO"
"10.62.00","Produzione di amidi e di prodotti amidacei","Manufacture of starches and starch products","10.62.0","6","ATECO"
"10.71.10","Produzione di pane e prodotti di panetteria simili","Manufacture of bread and similar products","10.71.1","6","ATECO"
"10.71.20","Produzione di prodotti di pasticceria freschi","Manufacture of fresh pastry goods and cakes","10.71.2","6","ATECO"
"10.72.00","Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati","Manufacture of rusks, biscuits, preserved pastries and cakes","10.72.0","6","ATECO"
"10.73.01","Produzione di prodotti farinacei freschi","Manufacture of fresh farinaceous products","10.73.0","6","ATECO"
"10.73.02","Produzione di prodotti farinacei conservati","Manufacture of preserved farinaceous products","10.73.0","6","ATECO"
"10.81.00","Produzione di zucchero","Manufacture of sugar","10.81.0","6","ATECO"
"10.82.00","Produzione di cacao, cioccolato, caramelle e confetterie","Manufacture of cocoa, chocolate and sugar confectionery","10.82.0","6","ATECO"
"10.83.01","Lavorazione di tè e di altri preparati per infusi","Processing of tea and other herb infusions","10.83.0","6","ATECO"
"10.83.02","Lavorazione di caffè","Processing of coffee","10.83.0","6","ATECO"
"10.84.00","Produzione di condimenti e spezie","Manufacture of condiments and seasonings","10.84.0","6","ATECO"
"10.85.01","Produzione di pasti e piatti preparati a base di carne, inclusi pasti e piatti preparati a base di carne di volatili","Manufacture of prepared meat or poultry meals and dishes","10.85.0","6","ATECO"
"10.85.02","Produzione di pasti e piatti preparati a base di pesce","Manufacture of prepared fish meals and dishes","10.85.0","6","ATECO"
"10.85.03","Produzione di pasti e piatti preparati a base di ortaggi","Manufacture of prepared vegetable meals and dishes","10.85.0","6","ATECO"
"10.85.04","Produzione di pizza surgelata o altrimenti conservata","Manufacture of frozen or otherwise preserved pizza","10.85.0","6","ATECO"
"10.85.05","Produzione di pasti e piatti preparati a base di pasta","Manufacture of prepared pasta meals and dishes","10.85.0","6","ATECO"
"10.85.09","Produzione di altri pasti e piatti preparati","Manufacture of other prepared meals and dishes","10.85.0","6","ATECO"
"10.86.00","Produzione di preparati omogeneizzati e di alimenti dietetici","Manufacture of homogenised food preparations and dietetic food","10.86.0","6","ATECO"
"10.89.01","Produzione di integratori alimentari","Manufacture of food supplements","10.89.0","6","ATECO"
"10.89.09","Produzione di altri prodotti alimentari vari n.c.a.","Manufacture of other various food products n.e.c.","10.89.0","6","ATECO"
"10.91.00","Produzione di mangimi per l'alimentazione degli animali da allevamento","Manufacture of prepared feeds for farm animals","10.91.0","6","ATECO"
"10.92.00","Produzione di prodotti per l'alimentazione degli animali da compagnia","Manufacture of prepared pet foods","10.92.0","6","ATECO"
"11.01.00","Distillazione, rettifica e miscelatura di alcolici","Distilling, rectifying and blending of spirits","11.01.0","6","ATECO"
"11.02.10","Produzione di vini, esclusi vini spumanti e altri vini speciali","Manufacture of wine of fresh grapes, other than sparkling wine and other special wines","11.02.1","6","ATECO"
"11.02.20","Produzione di vini spumanti e altri vini speciali","Manufacture of sparkling wine and other special wines","11.02.2","6","ATECO"
"11.03.00","Produzione di sidro e di altre bevande fermentate a base di frutta","Manufacture of cider and other fermented fruit beverages","11.03.0","6","ATECO"
"11.04.00","Produzione di altre bevande fermentate non distillate","Manufacture of other non-distilled fermented beverages","11.04.0","6","ATECO"
"11.05.00","Produzione di birra","Manufacture of beer","11.05.0","6","ATECO"
"11.06.00","Produzione di malto","Manufacture of malt","11.06.0","6","ATECO"
"11.07.01","Produzione di bibite analcoliche","Manufacture of soft drinks","11.07.0","6","ATECO"
"11.07.02","Produzione di acque in bottiglia","Manufacture of bottled waters","11.07.0","6","ATECO"
"12.00.00","Produzione di prodotti del tabacco","Manufacture of tobacco products","12.00.0","6","ATECO"
"13.10.00","Preparazione e filatura di fibre tessili","Preparation and spinning of textile fibres","13.10.0","6","ATECO"
"13.20.00","Tessitura","Weaving of textiles","13.20.0","6","ATECO"
"13.30.00","Finissaggio dei tessili","Finishing of textiles","13.30.0","6","ATECO"
"13.91.00","Fabbricazione di tessuti a maglia e all'uncinetto","Manufacture of knitted and crocheted fabrics","13.91.0","6","ATECO"
"13.92.10","Fabbricazione di tessili per la casa","Manufacture of made-up household textiles articles","13.92.1","6","ATECO"
"13.92.20","Fabbricazione di tessili per l'arredo","Manufacture of made-up furnishing articles","13.92.2","6","ATECO"
"13.93.00","Fabbricazione di tappeti e moquette","Manufacture of carpets and rugs","13.93.0","6","ATECO"
"13.94.00","Fabbricazione di spago, corde, funi e reti","Manufacture of cordage, rope, twine and netting","13.94.0","6","ATECO"
"13.95.00","Fabbricazione di tessuti non-tessuti e di articoli in tessuto non-tessuto","Manufacture of non-wovens and non-woven articles","13.95.0","6","ATECO"
"13.96.00","Fabbricazione di altri tessuti per uso tecnico e industriale","Manufacture of other technical and industrial textiles","13.96.0","6","ATECO"
"13.99.10","Fabbricazione di ricami, tulle, pizzi e merletti","Manufacture of tulles, lace and embroidery","13.99.1","6","ATECO"
"13.99.90","Fabbricazione di feltro e altri prodotti tessili diversi n.c.a.","Manufacture of felt and other various textile articles n.e.c.","13.99.9","6","ATECO"
"14.10.10","Fabbricazione di articoli di calzetteria a maglia e all'uncinetto","Manufacture of knitted and crocheted hosiery","14.10.1","6","ATECO"
"14.10.20","Fabbricazione di maglioni e altri articoli a maglia e all'uncinetto","Manufacture of pullovers, cardigans and other knitted and crocheted articles","14.10.2","6","ATECO"
"14.21.10","Fabbricazione in serie di abbigliamento esterno","Mass-manufacture of outerwear","14.21.1","6","ATECO"
"14.21.20","Sartoria e confezione su misura di abbigliamento esterno","Custom tailoring of outwear","14.21.2","6","ATECO"
"14.22.00","Fabbricazione di biancheria intima","Manufacture of underwear","14.22.0","6","ATECO"
"14.23.00","Fabbricazione di indumenti da lavoro","Manufacture of workwear","14.23.0","6","ATECO"
"14.24.00","Fabbricazione di abbigliamento in pelle e in pelliccia","Manufacture of leather clothes and fur apparel","14.24.0","6","ATECO"
"14.29.00","Fabbricazione di altri articoli di abbigliamento e accessori n.c.a.","Manufacture of other wearing apparel and accessories n.e.c.","14.29.0","6","ATECO"
"15.11.00","Concia, tintura e rifinizione di pelli, cuoi e pellicce","Tanning, dressing, dyeing of leather and fur","15.11.0","6","ATECO"
"15.12.00","Fabbricazione di articoli da viaggio, borse, pelletteria e selleria di qualsiasi materiale","Manufacture of luggage, handbags, saddlery and harness of any material","15.12.0","6","ATECO"
"15.20.10","Fabbricazione di calzature, escluse parti in cuoio per calzature","Manufacture of footwear, other than leather parts of footwear","15.20.1","6","ATECO"
"15.20.20","Fabbricazione di parti in cuoio per calzature","Manufacture of leather parts of footwear","15.20.2","6","ATECO"
"16.11.00","Taglio e piallatura del legno","Sawmilling and planing of wood","16.11.0","6","ATECO"
"16.12.00","Lavorazione e finitura del legno","Processing and finishing of wood","16.12.0","6","ATECO"
"16.21.00","Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno","Manufacture of veneer sheets and wood-based panels","16.21.0","6","ATECO"
"16.22.00","Fabbricazione di pavimenti di legno con elementi pre-assemblati","Manufacture of assembled parquet floors","16.22.0","6","ATECO"
"16.23.01","Fabbricazione di stand e strutture simili in legno per convegni e fiere","Manufacture of wooden stands and similar structures for conventions and trade shows","16.23.0","6","ATECO"
"16.23.09","Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia n.c.a.","Manufacture of other builders' carpentry and joinery n.e.c.","16.23.0","6","ATECO"
"16.24.00","Fabbricazione di imballaggi in legno","Manufacture of wooden containers","16.24.0","6","ATECO"
"16.25.00","Fabbricazione di porte e finestre in legno","Manufacture of doors and windows of wood","16.25.0","6","ATECO"
"16.26.00","Produzione di combustibili solidi da biomassa vegetale","Manufacture of solid fuels from vegetable biomass","16.26.0","6","ATECO"
"16.27.00","Finitura di prodotti in legno","Finishing of wooden products","16.27.0","6","ATECO"
"16.28.11","Fabbricazione di cornici","Manufacture of frames","16.28.1","6","ATECO"
"16.28.19","Fabbricazione di altri prodotti in legno n.c.a.","Manufacture of other products of wood n.e.c.","16.28.1","6","ATECO"
"16.28.20","Fabbricazione di articoli in sughero","Manufacture of articles of cork materials","16.28.2","6","ATECO"
"16.28.30","Fabbricazione di articoli in paglia e materiali da intreccio","Manufacture of straw and plaiting materials","16.28.3","6","ATECO"
"17.11.00","Fabbricazione di pasta-carta","Manufacture of pulp","17.11.0","6","ATECO"
"17.12.00","Fabbricazione di carta e cartone","Manufacture of paper and paperboard","17.12.0","6","ATECO"
"17.21.00","Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone","Manufacture of corrugated paper, paperboard and containers of paper and paperboard","17.21.0","6","ATECO"
"17.22.00","Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa","Manufacture of household and sanitary goods and of toilet requisites","17.22.0","6","ATECO"
"17.23.01","Fabbricazione di prodotti cartotecnici scolastici e commerciali","Manufacture of educational and commercial stationery","17.23.0","6","ATECO"
"17.23.09","Fabbricazione di altri prodotti cartotecnici","Manufacture of other paper stationery","17.23.0","6","ATECO"
"17.24.00","Fabbricazione di carta da parati","Manufacture of wallpaper","17.24.0","6","ATECO"
"17.25.00","Fabbricazione di altri articoli di carta e cartone","Manufacture of other articles of paper and paperboard","17.25.0","6","ATECO"
"18.11.00","Stampa di giornali","Printing of newspapers","18.11.0","6","ATECO"
"18.12.00","Altra stampa","Other printing","18.12.0","6","ATECO"
"18.13.00","Lavorazioni preliminari alla stampa e ai media","Pre-press and pre-media services","18.13.0","6","ATECO"
"18.14.00","Legatoria e servizi connessi","Binding and related services","18.14.0","6","ATECO"
"18.20.00","Riproduzione di supporti registrati","Reproduction of recorded media","18.20.0","6","ATECO"
"19.10.00","Fabbricazione di prodotti di cokeria","Manufacture of coke oven products","19.10.0","6","ATECO"
"19.20.10","Raffinazione di petrolio","Petroleum refining","19.20.1","6","ATECO"
"19.20.20","Fabbricazione di derivati del petrolio","Manufacture of petroleum derivatives","19.20.2","6","ATECO"
"19.20.30","Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento","Blending of LPG (Liquefied Petroleum Gases) and bottling","19.20.3","6","ATECO"
"19.20.40","Fabbricazione di prodotti di base per la copertura stradale","Manufacture of products for the manufacture of road coverings","19.20.4","6","ATECO"
"19.20.90","Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili","Manufacture of other refined petroleum products and fossil fuel products","19.20.9","6","ATECO"
"20.11.00","Fabbricazione di gas industriali","Manufacture of industrial gases","20.11.0","6","ATECO"
"20.12.00","Fabbricazione di coloranti e pigmenti","Manufacture of dyes and pigments","20.12.0","6","ATECO"
"20.13.00","Fabbricazione di altri prodotti chimici di base inorganici","Manufacture of other inorganic basic chemicals","20.13.0","6","ATECO"
"20.14.00","Fabbricazione di altri prodotti chimici di base organici","Manufacture of other organic basic chemicals","20.14.0","6","ATECO"
"20.15.00","Fabbricazione di fertilizzanti e composti azotati","Manufacture of fertilisers and nitrogen compounds","20.15.0","6","ATECO"
"20.16.00","Fabbricazione di materie plastiche in forme primarie","Manufacture of plastics in primary forms","20.16.0","6","ATECO"
"20.17.00","Fabbricazione di gomma sintetica in forme primarie","Manufacture of synthetic rubber in primary forms","20.17.0","6","ATECO"
"20.20.00","Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura","Manufacture of pesticides, disinfectants and other agrochemical products","20.20.0","6","ATECO"
"20.30.00","Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici","Manufacture of paints, varnishes and similar coatings, printing ink and mastics","20.30.0","6","ATECO"
"20.41.10","Fabbricazione di saponi, detergenti e preparazioni tensioattive","Manufacture of soap, detergents and surface-active preparations","20.41.1","6","ATECO"
"20.41.20","Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura","Manufacture of glycerol and other cleaning and polishing preparations","20.41.2","6","ATECO"
"20.42.00","Fabbricazione di profumi e cosmetici","Manufacture of perfume and toilet preparations","20.42.0","6","ATECO"
"20.51.00","Produzione di biocarburanti liquidi","Manufacture of liquid biofuels","20.51.0","6","ATECO"
"20.59.11","Fabbricazione di fiammiferi","Manufacture of matches","20.59.1","6","ATECO"
"20.59.12","Fabbricazione di articoli esplosivi","Manufacture of explosives","20.59.1","6","ATECO"
"20.59.20","Fabbricazione di colle","Manufacture of glues","20.59.2","6","ATECO"
"20.59.30","Fabbricazione di oli essenziali","Manufacture of essential oils","20.59.3","6","ATECO"
"20.59.91","Fabbricazione di liquidi per inalazione per sigarette elettroniche","Manufacture of e-liquids used in vaping devices","20.59.9","6","ATECO"
"20.59.99","Fabbricazione di tutti gli altri prodotti chimici vari n.c.a.","Manufacture of all other various chemical products n.e.c.","20.59.9","6","ATECO"
"20.60.00","Fabbricazione di fibre sintetiche e artificiali","Manufacture of man-made fibres","20.60.0","6","ATECO"
"21.10.00","Fabbricazione di prodotti farmaceutici di base","Manufacture of basic pharmaceutical products","21.10.0","6","ATECO"
"21.20.01","Fabbricazione di sostanze diagnostiche radioattive in vivo","Manufacture of radioactive in-vivo diagnostic substances","21.20.0","6","ATECO"
"21.20.09","Fabbricazione di medicinali e altri preparati farmaceutici","Manufacture of other pharmaceutical preparations","21.20.0","6","ATECO"
"22.11.10","Fabbricazione di pneumatici e camere d'aria","Manufacture of rubber tyres and manufacture of tubes","22.11.1","6","ATECO"
"22.11.20","Rigenerazione e ricostruzione di pneumatici","Retreading and rebuilding of rubber tyres","22.11.2","6","ATECO"
"22.12.00","Fabbricazione di altri prodotti in gomma","Manufacture of other rubber products","22.12.0","6","ATECO"
"22.21.00","Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche","Manufacture of plastic plates, sheets, tubes and profiles","22.21.0","6","ATECO"
"22.22.00","Fabbricazione di imballaggi in materie plastiche","Manufacture of plastic packing goods","22.22.0","6","ATECO"
"22.23.00","Fabbricazione di porte e finestre in materie plastiche","Manufacture of doors and windows of plastic","22.23.0","6","ATECO"
"22.24.01","Fabbricazione di rivestimenti per pareti e pavimenti in materie plastiche","Manufacture of wall and floor coverings of plastic","22.24.0","6","ATECO"
